URL,Type,Hostname,IP Address,Last Modified,Path,processed_url
http://brahaemy.ro/libraries/hero/hero/accounts.google.com/gmail.updates.php,malicious,brahaemy.ro,185.88.28.143,"Sun, 30 Jun 2024 05:54:06 GMT",/libraries/hero/hero/accounts.google.com/gmail.updates.php,"['http', 'brahaemy', 'ro', 'libraries', 'hero', 'hero', 'accounts', 'google', 'com', 'gmail', 'updates', 'php']"
http://norcaind.com/plugins/baba/042/login.php?email=abuse@redifmail.com,malicious,norcaind.com,99.83.190.102,"Mon, 20 May 2024 13:45:26 GMT",/plugins/baba/042/login.php,"['http', 'norcaind', 'com', 'plugins', 'baba', '042', 'login', 'php', 'email', 'abuse', 'redifmail', 'com']"
http://tinyurl.com/h7cxwxf/,malicious,tinyurl.com,104.20.138.65,"Sun, 30 Jun 2024 06:03:07 GMT",/h7cxwxf/,"['http', 'tinyurl', 'com', 'h7cxwxf']"
http://retipanzio.hu/kepek/ticket/cgi-index.php?email=abuse@abnetbd.com,malicious,retipanzio.hu,92.43.203.156,"Mon, 16 Mar 2015 14:13:22 GMT",/kepek/ticket/cgi-index.php,"['http', 'retipanzio', 'hu', 'kepek', 'ticket', 'cgi', 'index', 'php', 'email', 'abuse', 'abnetbd', 'com']"
http://gochalitravels.com/modules/download/,malicious,gochalitravels.com,107.6.182.126,"Sun, 30 Jun 2024 06:11:14 GMT",/modules/download/,"['http', 'gochalitravels', 'com', 'modules', 'download']"
http://eclectyx.com/.https/www/owa.msoutlookonline.net/wsignin/owa/auth/logon.aspx_url_replaceCurrent_owa/index.php?umail=YWNjb3VudGluZ0BhbWVyaWNhbi1wYXJraW5nLmNvbQ0,malicious,eclectyx.com,116.12.50.183,"Mon, 18 May 2020 08:51:49 GMT",/.https/www/owa.msoutlookonline.net/wsignin/owa/auth/logon.aspx_url_replaceCurrent_owa/index.php,"['http', 'eclectyx', 'com', 'https', 'www', 'owa', 'msoutlookonline', 'net', 'wsignin', 'owa', 'auth', 'logon', 'aspx', 'url', 'replaceCurrent', 'owa', 'index', 'php', 'umail', 'YWNjb3VudGluZ0BhbWVyaWNhbi1wYXJraW5nLmNvbQ0']"
http://studyplan.es/wp-content/themes/envision/cache/us.mc1254.mail.html,malicious,studyplan.es,82.98.171.147,"Sun, 30 Jun 2024 06:17:12 GMT",/wp-content/themes/envision/cache/us.mc1254.mail.html,"['http', 'studyplan', 'es', 'wp', 'content', 'themes', 'envision', 'cache', 'us', 'mc1254', 'mail', 'html']"
http://paypal.com.https.myrademo.net/de/cgi-bin/webscr/?cmd=_home&amp;country_lang.x=true,malicious,paypal.com.https.myrademo.net,91.236.122.33,"Fri, 05 Apr 2024 00:59:26 GMT",/de/cgi-bin/webscr/,"['http', 'paypal', 'com', 'https', 'myrademo', 'net', 'de', 'cgi', 'bin', 'webscr', 'cmd', 'home', 'amp', 'country', 'lang', 'x', 'true']"
http://uonumanet.com/.https/login.office360.com/login.srf/wsignin/owa/logon.aspx/,malicious,uonumanet.com,202.254.239.143,"Tue, 16 Oct 2018 13:22:53 GMT",/.https/login.office360.com/login.srf/wsignin/owa/logon.aspx/,"['http', 'uonumanet', 'com', 'https', 'login', 'office360', 'com', 'login', 'srf', 'wsignin', 'owa', 'logon', 'aspx']"
http://sumberjayaaroma.com/.https/controlpanel.msoutlookonline.net/asp/MManager/Login.asp/CookieAuthdllGetLogoncurlZ2Fowareason0formdir1/index.php?umail=d2FsdGVyX2hlbmRyaWtzQHhzNGFsbC5ubA==,malicious,sumberjayaaroma.com,54.38.220.85,"Thu, 08 Apr 2021 14:34:06 GMT",/.https/controlpanel.msoutlookonline.net/asp/MManager/Login.asp/CookieAuthdllGetLogoncurlZ2Fowareason0formdir1/index.php,"['http', 'sumberjayaaroma', 'com', 'https', 'controlpanel', 'msoutlookonline', 'net', 'asp', 'MManager', 'Login', 'asp', 'CookieAuthdllGetLogoncurlZ2Fowareason0formdir1', 'index', 'php', 'umail', 'd2FsdGVyX2hlbmRyaWtzQHhzNGFsbC5ubA']"
http://musikcity.mus.br/lojas/ipiranga.html,malicious,musikcity.mus.br,15.235.55.95,"Mon, 20 May 2024 01:51:50 GMT",/lojas/ipiranga.html,"['http', 'musikcity', 'mus', 'br', 'lojas', 'ipiranga', 'html']"
http://denizlideevdenevenakliyat.com/document/platform/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid=&amp;userid_JeHJOXK0IDw_JOXK0IDD=,malicious,denizlideevdenevenakliyat.com,45.151.251.113,"Sunday, 30-Jun-2024 06:40:32 GMT",/document/platform/file_doc.php,"['http', 'denizlideevdenevenakliyat', 'com', 'document', 'platform', 'file', 'doc', 'php', 'l', 'JeHFUq', 'VJOXJoGYDw', 'OXK0K0QWHtoGYDw', 'Product', 'UserID', 'amp', 'userid', 'amp', 'userid', 'JeHJOXK0IDw', 'JOXK0IDD']"
http://mgsmedia.ru/rss/feed/stream,malicious,mgsmedia.ru,45.130.41.106,"Mon, 21 Aug 2023 09:24:51 GMT",/rss/feed/stream,"['http', 'mgsmedia', 'ru', 'rss', 'feed', 'stream']"
http://nthill.be,malicious,nthill.be,78.40.8.65,"Thu, 06 Jun 2024 16:10:20 GMT",,"['http', 'nthill', 'be']"
http://emio.com/H0Tfu7,malicious,emio.com,66.81.203.136,"Mon, 20 Feb 2023 14:03:08 GMT",/H0Tfu7,"['http', 'emio', 'com', 'H0Tfu7']"
http://bbvogliadimare.it/4vrl8j,malicious,bbvogliadimare.it,217.73.226.220,"Sun, 30 Jun 2024 07:31:13 GMT",/4vrl8j,"['http', 'bbvogliadimare', 'it', '4vrl8j']"
http://sirimba.com.br/494lp7kj,malicious,sirimba.com.br,212.1.209.14,"Tue, 28 Jun 2022 11:42:07 GMT",/494lp7kj,"['http', 'sirimba', 'com', 'br', '494lp7kj']"
http://martinezlabalsa.atspace.org/78h8ry,malicious,martinezlabalsa.atspace.org,185.176.43.19,"Sun, 30 Jun 2024 07:33:38 GMT",/78h8ry,"['http', 'martinezlabalsa', 'atspace', 'org', '78h8ry']"
http://138.201.56.190/php/upload.php,malicious,138.201.56.190,138.201.56.190,"Tue, 22 Mar 2022 20:29:09 GMT",/php/upload.php,"['http', '138', '201', '56', '190', 'php', 'upload', 'php']"
http://gury.com.br/nJHbj0266b,malicious,gury.com.br,195.35.41.102,"Tue, 31 Oct 2023 20:21:21 GMT",/nJHbj0266b,"['http', 'gury', 'com', 'br', 'nJHbj0266b']"
http://baldwinhistory.portalstream.net/9654ntqg,malicious,baldwinhistory.portalstream.net,64.33.128.71,"Fri, 26 Aug 2016 17:25:57 GMT",/9654ntqg,"['http', 'baldwinhistory', 'portalstream', 'net', '9654ntqg']"
http://www.meta.metro.ru/5snupe,malicious,www.meta.metro.ru,46.28.94.57,"Fri, 26 Aug 2016 16:45:01 GMT",/5snupe,"['http', 'www', 'meta', 'metro', 'ru', '5snupe']"
http://aks.ddns.net/,malicious,aks.ddns.net,101.78.68.73,"Fri, 04 Feb 2022 08:18:35 GMT",/,"['http', 'aks', 'ddns', 'net']"
http://aljazeera-news.com/,malicious,aljazeera-news.com,216.108.238.84,"Tue, 08 Aug 2023 12:55:22 GMT",/,"['http', 'aljazeera', 'news', 'com']"
http://undiaem.com/,malicious,undiaem.com,91.239.233.38,"Sun, 30 Jun 2024 07:32:55 GMT",/,"['http', 'undiaem', 'com']"
http://hjarne.dk/5g4f3,malicious,hjarne.dk,141.95.127.72,"Fri, 22 Sep 2023 09:58:01 GMT",/5g4f3,"['http', 'hjarne', 'dk', '5g4f3']"
http://palisandr38.ru/s63ws8,malicious,palisandr38.ru,185.32.57.119,"Sat, 29 Jun 2024 19:36:15 GMT",/s63ws8,"['http', 'palisandr38', 'ru', 's63ws8']"
http://wristwatchdial.freeoda.com/0bgsvtr3,malicious,wristwatchdial.freeoda.com,142.54.187.20,"Tue, 25 Apr 2023 09:56:59 GMT",/0bgsvtr3,"['http', 'wristwatchdial', 'freeoda', 'com', '0bgsvtr3']"
http://jajaaman.blogspot.my/2016/02/cara-daftar-maybank2u-first-time-login.html,malicious,jajaaman.blogspot.my,142.250.178.1,"Wed, 27 Mar 2024 10:06:17 GMT",/2016/02/cara-daftar-maybank2u-first-time-login.html,"['http', 'jajaaman', 'blogspot', 'my', '2016', '02', 'cara', 'daftar', 'maybank2u', 'first', 'time', 'login', 'html']"
http://bancoderesumos.blogspot.com/2014/03/dinheiro-de-plastico-cartoes-magneticos.html,malicious,bancoderesumos.blogspot.com,142.250.178.1,"Wed, 13 Mar 2024 17:41:52 GMT",/2014/03/dinheiro-de-plastico-cartoes-magneticos.html,"['http', 'bancoderesumos', 'blogspot', 'com', '2014', '03', 'dinheiro', 'de', 'plastico', 'cartoes', 'magneticos', 'html']"
http://www.amset.ro/var/mobile.free.fr/freemobs/93ec61f1789d49ceb1c9e190bd245efc/,malicious,www.amset.ro,188.240.235.98,"Sunday, 30-Jun-2024 08:34:43 GMT",/var/mobile.free.fr/freemobs/93ec61f1789d49ceb1c9e190bd245efc/,"['http', 'www', 'amset', 'ro', 'var', 'mobile', 'free', 'fr', 'freemobs', '93ec61f1789d49ceb1c9e190bd245efc']"
http://gkjx168.com/images?ref=http://uqpzemuus.battle.net/d3/en/index,malicious,gkjx168.com,121.42.15.22,"Fri, 12 May 2023 08:00:02 GMT",/images,"['http', 'gkjx168', 'com', 'images', 'ref', 'http', 'uqpzemuus', 'battle', 'net', 'd3', 'en', 'index']"
http://users.atw.hu/evapanzio/ssi/roile.html,malicious,users.atw.hu,88.151.96.4,"Mon, 20 May 2019 14:57:50 GMT",/evapanzio/ssi/roile.html,"['http', 'users', 'atw', 'hu', 'evapanzio', 'ssi', 'roile', 'html']"
http://www.malaviyamission.org/Account/Update/update/wellsfargo/index.html,malicious,www.malaviyamission.org,51.79.207.184,"Fri, 07 Jul 2023 07:19:26 GMT",/Account/Update/update/wellsfargo/index.html,"['http', 'www', 'malaviyamission', 'org', 'Account', 'Update', 'update', 'wellsfargo', 'index', 'html']"
http://www.foreverwish.org/admin/hot/verification-folder.php,malicious,www.foreverwish.org,66.96.162.128,"Fri, 10 Jan 2020 16:05:10 GMT",/admin/hot/verification-folder.php,"['http', 'www', 'foreverwish', 'org', 'admin', 'hot', 'verification', 'folder', 'php']"
http://www.keratin-spb.ru/checkpoint/security/l90zcjln45joa6huwvh11yh0sfyrw1i709x3i8gc4pr4myp9jw0ak803epk0/,malicious,www.keratin-spb.ru,195.161.62.100,"Fri, 26 Mar 2021 11:36:22 GMT",/checkpoint/security/l90zcjln45joa6huwvh11yh0sfyrw1i709x3i8gc4pr4myp9jw0ak803epk0/,"['http', 'www', 'keratin', 'spb', 'ru', 'checkpoint', 'security', 'l90zcjln45joa6huwvh11yh0sfyrw1i709x3i8gc4pr4myp9jw0ak803epk0']"
http://www.fako-basel.ch/http/webmail.aol.com/,malicious,www.fako-basel.ch,80.74.142.130,"Mon, 12 Mar 2007 08:32:26 GMT",/http/webmail.aol.com/,"['http', 'www', 'fako', 'basel', 'ch', 'http', 'webmail', 'aol', 'com']"
http://www.autopalmeira.com.br/components/com_users/logon.asp.htm,malicious,www.autopalmeira.com.br,172.67.190.156,"Fri, 11 Dec 2020 15:02:33 GMT",/components/com_users/logon.asp.htm,"['http', 'www', 'autopalmeira', 'com', 'br', 'components', 'com', 'users', 'logon', 'asp', 'htm']"
http://www.79ry.com/wp-content/plugins/background-image-cropper/coding/login.Linkedin/LinkedIn.com/serro.php,malicious,www.79ry.com,185.77.97.93,"Sat, 23 Sep 2023 00:27:52 GMT",/wp-content/plugins/background-image-cropper/coding/login.Linkedin/LinkedIn.com/serro.php,"['http', 'www', '79ry', 'com', 'wp', 'content', 'plugins', 'background', 'image', 'cropper', 'coding', 'login', 'Linkedin', 'LinkedIn', 'com', 'serro', 'php']"
http://pal-forex.com/wp-admin/dropbox/dropbox-com,malicious,pal-forex.com,65.60.5.201,"Mon, 05 Nov 2018 10:20:49 GMT",/wp-admin/dropbox/dropbox-com,"['http', 'pal', 'forex', 'com', 'wp', 'admin', 'dropbox', 'dropbox', 'com']"
http://orngmesmerize.paperplane.io/,malicious,orngmesmerize.paperplane.io,3.13.31.214,"Tue, 28 Jul 2020 15:41:38 GMT",/,"['http', 'orngmesmerize', 'paperplane', 'io']"
https://lihi.cc/jStjP,malicious,lihi.cc,172.67.221.95,"Mon, 26 Apr 2021 17:45:59 GMT",/jStjP,"['https', 'lihi', 'cc', 'jStjP']"
http://tripbycar.com/WIA3/,malicious,tripbycar.com,91.108.103.8,"Wed, 07 Feb 2024 22:11:59 GMT",/WIA3/,"['http', 'tripbycar', 'com', 'WIA3']"
https://lihi.cc/WFtmv,malicious,lihi.cc,172.67.221.95,"Mon, 26 Apr 2021 17:45:59 GMT",/WFtmv,"['https', 'lihi', 'cc', 'WFtmv']"
https://lihi.cc/3osi9?ID=H0B8GE5V,malicious,lihi.cc,172.67.221.95,"Mon, 26 Apr 2021 17:45:59 GMT",/3osi9,"['https', 'lihi', 'cc', '3osi9', 'ID', 'H0B8GE5V']"
http://stikbesppod.blogspot.com,malicious,stikbesppod.blogspot.com,142.250.178.1,"Tue, 20 Feb 2024 23:52:46 GMT",,"['http', 'stikbesppod', 'blogspot', 'com']"
http://moranabattorysliv.blogspot.com/2018/09/blog-post.html,malicious,moranabattorysliv.blogspot.com,142.250.178.1,"Sun, 09 Jun 2024 16:47:34 GMT",/2018/09/blog-post.html,"['http', 'moranabattorysliv', 'blogspot', 'com', '2018', '09', 'blog', 'post', 'html']"
https://kjjllgf.blogspot.com/,malicious,kjjllgf.blogspot.com,142.250.178.1,"Fri, 08 Mar 2024 03:34:23 GMT",/,"['https', 'kjjllgf', 'blogspot', 'com']"
https://enz.lu/c8,malicious,enz.lu,199.36.158.100,"Thu, 17 Mar 2022 13:46:08 GMT",/c8,"['https', 'enz', 'lu', 'c8']"
http://yznaikeinvo.blogspot.ru,malicious,yznaikeinvo.blogspot.ru,142.250.178.1,"Fri, 08 Mar 2024 08:39:18 GMT",,"['http', 'yznaikeinvo', 'blogspot', 'ru']"
http://pris500.blogspot.com/2018/03/voittaa-500-euron-prisma-lahjakortin.html,malicious,pris500.blogspot.com,142.250.178.1,"Thu, 08 Feb 2024 17:32:44 GMT",/2018/03/voittaa-500-euron-prisma-lahjakortin.html,"['http', 'pris500', 'blogspot', 'com', '2018', '03', 'voittaa', '500', 'euron', 'prisma', 'lahjakortin', 'html']"
https://bancofotografias.blogspot.com/2011/10/campana-mundial-contra-el-cancer-de.html,malicious,bancofotografias.blogspot.com,142.250.178.1,"Thu, 14 Mar 2024 08:13:25 GMT",/2011/10/campana-mundial-contra-el-cancer-de.html,"['https', 'bancofotografias', 'blogspot', 'com', '2011', '10', 'campana', 'mundial', 'contra', 'el', 'cancer', 'de', 'html']"
http://loveslife.biz/,malicious,loveslife.biz,185.27.134.23,"Wed, 14 Oct 2015 14:55:06 GMT",/,"['http', 'loveslife', 'biz']"
http://www.gkjx168.com/images/?http://us.battle.net/login/en/?ref=http://scidjdpus.battle.net/d3/en/index,malicious,www.gkjx168.com,121.42.15.22,"Fri, 12 May 2023 08:00:02 GMT",/images/,"['http', 'www', 'gkjx168', 'com', 'images', 'http', 'us', 'battle', 'net', 'login', 'en', 'ref', 'http', 'scidjdpus', 'battle', 'net', 'd3', 'en', 'index']"
http://amagerkarate.dk/wp-admin/js,malicious,amagerkarate.dk,46.30.213.31,"Sun, 30 Jun 2024 09:12:20 GMT",/wp-admin/js,"['http', 'amagerkarate', 'dk', 'wp', 'admin', 'js']"
http://bcgroup-sa.com/biggagaga/GD/,malicious,bcgroup-sa.com,145.14.156.63,"Tue, 17 Jan 2023 11:28:14 GMT",/biggagaga/GD/,"['http', 'bcgroup', 'sa', 'com', 'biggagaga', 'GD']"
http://gfgrfddddddddddddsddffsdfsdfd.blogspot.ru/,malicious,gfgrfddddddddddddsddffsdfsdfd.blogspot.ru,142.250.178.1,"Tue, 20 Feb 2024 20:40:49 GMT",/,"['http', 'gfgrfddddddddddddsddffsdfsdfd', 'blogspot', 'ru']"
http://bit.ly/65EDRWAR,malicious,bit.ly,67.199.248.11,"Tue, 28 Feb 2017 16:49:58 GMT",/65EDRWAR,"['http', 'bit', 'ly', '65EDRWAR']"
http://www.italy-itf.com/index.php?option=com_phocagallery&view=detail&catid=1:home-page-collection&id=25:01-10-2010-apertura-stagione-itf-italia&tmpl=component&Itemid=93,defacement,www.italy-itf.com,89.46.110.72,"Mon, 22 Jan 2024 14:45:22 GMT",/index.php,"['http', 'www', 'italy', 'itf', 'com', 'index', 'php', 'option', 'com', 'phocagallery', 'view', 'detail', 'catid', '1', 'home', 'page', 'collection', 'id', '25', '01', '10', '2010', 'apertura', 'stagione', 'itf', 'italia', 'tmpl', 'component', 'Itemid', '93']"
http://www.sceg.ir/sanyeh-soft/civil-soft.html,defacement,www.sceg.ir,5.144.130.36,"Thu, 20 Jun 2024 18:14:51 GMT",/sanyeh-soft/civil-soft.html,"['http', 'www', 'sceg', 'ir', 'sanyeh', 'soft', 'civil', 'soft', 'html']"
http://djkatrina.ru/persony/biografii/dj-alex-cosmo-aleks-kosmo.html,defacement,djkatrina.ru,23.227.176.180,"Thu, 20 Jun 2024 18:18:27 GMT",/persony/biografii/dj-alex-cosmo-aleks-kosmo.html,"['http', 'djkatrina', 'ru', 'persony', 'biografii', 'dj', 'alex', 'cosmo', 'aleks', 'kosmo', 'html']"
http://mbpanet.com/index.php?option=com_content&view=section&layout=blog&id=5&Itemid=60,defacement,mbpanet.com,66.96.147.111,"Fri, 10 Jan 2020 16:05:10 GMT",/index.php,"['http', 'mbpanet', 'com', 'index', 'php', 'option', 'com', 'content', 'view', 'section', 'layout', 'blog', 'id', '5', 'Itemid', '60']"
http://s-tab.ru/latunnie-tablichki.html,defacement,s-tab.ru,45.130.41.88,"Thu, 20 Jun 2024 18:36:08 GMT",/latunnie-tablichki.html,"['http', 's', 'tab', 'ru', 'latunnie', 'tablichki', 'html']"
http://www.yunnanguolv.com/Abroad/List/List_94.html,defacement,www.yunnanguolv.com,156.226.20.249,"Sat, 28 May 2022 11:11:49 GMT",/Abroad/List/List_94.html,"['http', 'www', 'yunnanguolv', 'com', 'Abroad', 'List', 'List', '94', 'html']"
http://www.spirit-house.de/index.php?option=com_content&view=article&id=62:neue-wege-&catid=10:wirtschaftliches&Itemid=5,defacement,www.spirit-house.de,185.3.235.229,"Sat, 24 Jan 2015 07:37:44 GMT",/index.php,"['http', 'www', 'spirit', 'house', 'de', 'index', 'php', 'option', 'com', 'content', 'view', 'article', 'id', '62', 'neue', 'wege', 'catid', '10', 'wirtschaftliches', 'Itemid', '5']"
http://www.domusviatoris.com/index.php?option=com_content&view=category&layout=blog&id=28&Itemid=24,defacement,www.domusviatoris.com,217.160.0.88,"Thu, 20 Jun 2024 18:48:02 GMT",/index.php,"['http', 'www', 'domusviatoris', 'com', 'index', 'php', 'option', 'com', 'content', 'view', 'category', 'layout', 'blog', 'id', '28', 'Itemid', '24']"
http://www.vnic.co/mua-ban/mua-ban-nha-o-nha-xuong.html,defacement,www.vnic.co,14.161.26.58,"Thu, 20 Jun 2024 18:49:38 GMT",/mua-ban/mua-ban-nha-o-nha-xuong.html,"['http', 'www', 'vnic', 'co', 'mua', 'ban', 'mua', 'ban', 'nha', 'o', 'nha', 'xuong', 'html']"
http://www.brocantezussen.nl/index.php?page=shop.product_details&category_id=9&flypage=flypage.tpl&product_id=2889&option=com_virtuemart&Itemid=4,defacement,www.brocantezussen.nl,46.249.37.234,"Thu, 20 Jun 2024 18:50:36 GMT",/index.php,"['http', 'www', 'brocantezussen', 'nl', 'index', 'php', 'page', 'shop', 'product', 'details', 'category', 'id', '9', 'flypage', 'flypage', 'tpl', 'product', 'id', '2889', 'option', 'com', 'virtuemart', 'Itemid', '4']"
http://www.masrealestate.it/index.php?option=com_content&view=article&id=16&Itemid=4&lang=en,defacement,www.masrealestate.it,185.97.156.31,"Tue, 13 Jul 2021 14:14:00 GMT",/index.php,"['http', 'www', 'masrealestate', 'it', 'index', 'php', 'option', 'com', 'content', 'view', 'article', 'id', '16', 'Itemid', '4', 'lang', 'en']"
http://www.ferienwohnungen-in-nordfriesland.de/pellworm.html,defacement,www.ferienwohnungen-in-nordfriesland.de,93.158.205.173,"Thu, 06 Jun 2019 16:01:30 GMT",/pellworm.html,"['http', 'www', 'ferienwohnungen', 'in', 'nordfriesland', 'de', 'pellworm', 'html']"
http://mahshov.com/index.php?option=com_content&view=article&id=37:2009-11-17-16-05-14&catid=3:2009-11-15-09-34-44&Itemid=67,defacement,mahshov.com,84.95.150.40,"Thu, 20 Jun 2024 19:19:47 GMT",/index.php,"['http', 'mahshov', 'com', 'index', 'php', 'option', 'com', 'content', 'view', 'article', 'id', '37', '2009', '11', '17', '16', '05', '14', 'catid', '3', '2009', '11', '15', '09', '34', '44', 'Itemid', '67']"
http://clinicavisualiza.com/es/cataratas/causas.html,defacement,clinicavisualiza.com,154.56.47.97,"Thu, 20 Jul 2023 14:09:27 GMT",/es/cataratas/causas.html,"['http', 'clinicavisualiza', 'com', 'es', 'cataratas', 'causas', 'html']"
http://www.protect-effect.nl/diensten/alarm-en-beheer/78-ijsvrij,defacement,www.protect-effect.nl,92.63.168.139,"Tue, 22 Aug 2023 07:56:41 GMT",/diensten/alarm-en-beheer/78-ijsvrij,"['http', 'www', 'protect', 'effect', 'nl', 'diensten', 'alarm', 'en', 'beheer', '78', 'ijsvrij']"
http://www.nissad.com/index.html,defacement,www.nissad.com,45.142.200.237,"Mon, 22 Jan 2024 10:29:25 GMT",/index.html,"['http', 'www', 'nissad', 'com', 'index', 'html']"
http://www.axelschweizer.de/termine/detail/129.html?controller=simplecalendar,defacement,www.axelschweizer.de,89.58.0.176,"Thu, 20 Jun 2024 19:47:44 GMT",/termine/detail/129.html,"['http', 'www', 'axelschweizer', 'de', 'termine', 'detail', '129', 'html', 'controller', 'simplecalendar']"
http://www.holtemidtpunkt.dk/index.php?option=com_contact&view=contact&id=22:kvickly-bager&catid=12:contacts&Itemid=274,defacement,www.holtemidtpunkt.dk,104.21.24.40,"Wed, 19 Jun 2024 03:03:10 GMT",/index.php,"['http', 'www', 'holtemidtpunkt', 'dk', 'index', 'php', 'option', 'com', 'contact', 'view', 'contact', 'id', '22', 'kvickly', 'bager', 'catid', '12', 'contacts', 'Itemid', '274']"
http://www.ferienwohnungen-in-nordfriesland.de/langenhorn.html,defacement,www.ferienwohnungen-in-nordfriesland.de,93.158.205.173,"Thu, 06 Jun 2019 16:01:29 GMT",/langenhorn.html,"['http', 'www', 'ferienwohnungen', 'in', 'nordfriesland', 'de', 'langenhorn', 'html']"
http://www.alexanderstiftung.de/index.php?option=com_content&view=category&layout=blog&id=21&Itemid=23,defacement,www.alexanderstiftung.de,217.160.0.89,"Thu, 20 Jun 2024 20:12:44 GMT",/index.php,"['http', 'www', 'alexanderstiftung', 'de', 'index', 'php', 'option', 'com', 'content', 'view', 'category', 'layout', 'blog', 'id', '21', 'Itemid', '23']"
http://www.spirit-house.de/index.php?option=com_eventlist&view=details&id=60:aufbruch-in-die-neue-zeit&Itemid=64,defacement,www.spirit-house.de,185.3.235.229,"Sat, 24 Jan 2015 07:37:44 GMT",/index.php,"['http', 'www', 'spirit', 'house', 'de', 'index', 'php', 'option', 'com', 'eventlist', 'view', 'details', 'id', '60', 'aufbruch', 'in', 'die', 'neue', 'zeit', 'Itemid', '64']"
http://www.berufungswege.de/linksammlung.html,defacement,www.berufungswege.de,85.13.147.6,"Thu, 20 Jun 2024 20:25:01 GMT",/linksammlung.html,"['http', 'www', 'berufungswege', 'de', 'linksammlung', 'html']"
http://www.masrealestate.it/index.php?option=com_content&view=article&id=7&Itemid=8+&lang=en,defacement,www.masrealestate.it,185.97.156.31,"Tue, 13 Jul 2021 14:14:00 GMT",/index.php,"['http', 'www', 'masrealestate', 'it', 'index', 'php', 'option', 'com', 'content', 'view', 'article', 'id', '7', 'Itemid', '8', 'lang', 'en']"
http://www.ferienwohnungen-in-nordfriesland.de/component/user/reset.html,defacement,www.ferienwohnungen-in-nordfriesland.de,93.158.205.173,"Thu, 06 Jun 2019 16:09:00 GMT",/component/user/reset.html,"['http', 'www', 'ferienwohnungen', 'in', 'nordfriesland', 'de', 'component', 'user', 'reset', 'html']"
http://michaelgoczol.de/hp/gallery/editorials/elaine/index.html,defacement,michaelgoczol.de,37.218.254.107,"Mon, 18 Aug 2014 13:09:02 GMT",/hp/gallery/editorials/elaine/index.html,"['http', 'michaelgoczol', 'de', 'hp', 'gallery', 'editorials', 'elaine', 'index', 'html']"
http://www.textilexpres.com/TE/index.php?option=com_content&view=article&id=1739&catid=976&Itemid=132,defacement,www.textilexpres.com,46.29.49.51,"Thu, 20 Jun 2024 20:36:14 GMT",/TE/index.php,"['http', 'www', 'textilexpres', 'com', 'TE', 'index', 'php', 'option', 'com', 'content', 'view', 'article', 'id', '1739', 'catid', '976', 'Itemid', '132']"
